국가코드,DB종류,특허/실용 구분,문헌종류 코드,발명의 명칭,요약,대표청구항,청구항 수,출원번호,출원일,공개번호,공개일,등록번호,등록일,출원인,발명자,우선권 번호,우선권 국가,우선권 주장일,Original CPC Main,Original CPC All,Original IPC Main,Original IPC All,Original US Class Main,Original US Class All,Original FI[JP],Original F-term[JP],Original Theme Code [JP],WIPS ON key
US,US,P,B2,Eye-tracking driving system,"[00001] This invention relates to an eye-tracking driving system, especially to an eye-tracking system controlled by the user's eye. It not only utilizes the unique eye-controlled method, but also avoids contacting with the user's eyes or skin. It is suitable for the disabled persons or the elderly so that they can drive a powered vehicle easily. The system mainly includes a display device, an eye-tracking device, a calculating device, a controller and a powered vehicle. This system can effectively capture the image around the user's eye and then precisely determine the pupil center. Based on the position of the pupil center, the power vehicle can be controlled.","1. An eye-tracking driving system comprising: a display device disposed in front of a user to look at; an eye-tracking device having a fixing band portion and a transparent goggles portion, said transparent goggles portion having a video capturing device for obtaining a human pupil area image and an auxiliary light for providing enough brightness of said human pupil area image; a calculating device to input said human pupil area image via an image capturing interface card and then to calculate a center point of a pupil of said human pupil area image that is defined as a pupil center and to determine staying times and staying positions of said pupil center, and finally to output one of corresponding operation commands, said operation commands at least including: a left turn command, a right turn command, a forward command, a reverse command, and a stop command; wherein said human pupil area image is divided into nine zones substantially consisting by three columns and three rows so as to form a upper left zone, a top zone, a upper right zone, a left zone, a central zone, a right zone, a lower left zone, a bottom zone, and a lower right zone, said central zone, upper left zone, upper right zone, lower left zone, lower right zone are corresponding to said stop command, said left zone, right zone, top zone, and bottom zone are corresponding to said left turn command, right turn command, forward command and reverse command respectively; a controller to convert said operation command that is an output from said calculating device into a left wheel driving command and a left wheel driving command and a right wheel driving command; a powered vehicle including a seat, a left driving system, a left wheel, a right driving system, and a right wheel, wherein said left wheel driving system can drive said left wheel according to said left driving command, and said right wheel driving system can drive said right wheel according to said right driving command.",11,10/428086,5/2/03,2004-0220704,11/4/04,6842670,1/11/05,CHUNG SHAN INSTITUTE OF SCIENCE AND TECHNOLOGY,Chern-Sheng Lin | Mau-Shiun Yeh | Wen Chen Chen | Chao Ning Chan | Tzung-Hang Wu | Hui-Fen Chiang,,,,,,A61B-003/10,A61B-003/10 | A61B-003/14 | A61B-005/103,701/001,701/001 | 702/127 | 345/629,,,,4.705E+12
US,US,P,B2,Latent property diagnosing procedure,"The present invention provides a method of doing cognitive diagnosis of mental skills, medical and psychiatric diagnosis of diseases and disorders, and in general the diagnosing of latent properties of a set of objects, usually people, for which multiple pieces of binary (dichotomous) information about the objects are available, for example testing examinees using right/wrong scored test questions. Settings where the present invention can be applied but are not limited to include classrooms at all levels, web-based instruction, corporate in-house training, large scale standardized tests, and medical and psychiatric settings. Uses include but are not limited to individual learner feedback, learner remediation, group level educational assessment, and medical and psychiatric treatment.","1. A method for diagnosing one or more latent attributes of an individual comprising: associating each of a plurality of test items of an examination with the one or more attributes being tested by said test item; administering the examination to one or more examinees and the individual and recording results thereto; constructing a first mathematical model comprising a first parameter to measure the effectiveness with which each test item tests for attribute mastery, a second parameter to measure difficulty of each test item, a third parameter to quantify to minor attributes required to correctly answer a test item but for which no first parameter exists, a fourth parameter which measures mastery of the attributes by each examinee, and a fifth parameter which measures latent abilities of each examinee, wherein the first mathematical model is constructed to determine the probability that each examinee correctly answered a test item by correctly applying the attributes associated with the test item; converting the first mathematical model into a bayesian model by and assigning prior distributions to each of the first parameter, the second parameter, the third parameter, the fourth parameter, and the fifth parameter; estimating the posterior probability distributions for each of the first parameter, the second parameter, the third parameter, the fourth parameter and the fifth parameter by applying the bayesian model to the results of the administered examination; for each attribute, calculating a mastery probability for the individual wherein the mastery probability is a measure of the likelihood that the individual has mastered the attribute; and determining that the individual has mastered the attribute if the mastery probability equals or exceeds a mastery cut-off value.",98,09/838129,4/20/01,2003-0232314,12/18/03,6832069,12/14/04,EDUCATIONAL TESTING SERVICE,William F. Stout | Sarah M. Hartz,,,,,,G09B-007/00,G09B-007/00,434/353,434/353 | 434/354,,,,4.60405E+12
US,US,P,B2,Image reporting method and system,"A method and system are provided to report the findings of an expert's analysis of image data. The method and system are based on a reporting system that forms the basis of an image management system that can efficiently and systematically generate image reports, facilitate data entry into searchable databases for data mining, and expedite billing and collections for the expert's services. The expert identifies a significant finding on an image and attaches a location:description code to the location of that finding in order to create a significant finding and an entry into a database. Further descriptions of that finding, such as dimensional measurements, may be automatically appended to the finding as secondary attributes. After the evaluation, the system sorts the findings in the database and presents the findings by prioritized categories. The expert edits and approves a multimedia report which may be delivered by electronic means to an end-user.","1. A computer implemented method for the analysis of image data comprising the steps of: presenting an actual image of an object to a user for analysis of the image contents; analyzing the image to identify a feature of interest of the object: identifying the feature using an input device to selectively mark a location on the actual image representing the identified feature; associating a position descriptor with the feature representing image coordinates of the feature; associating a location-code with the feature, the location-code selected from a list presented to the user and describing the location of the feature relative to a structure depicted in the image; associating a description code with the feature to describe an attribute of the feature, the description code selected from a list presented to the user; and storing the position descriptor, location-code, and description code in a computer database, whereby an image finding is created that comprises the position descriptor, location-code, and description code.",62,09/990090,11/21/01,2002-0131625,9/19/02,6785410,8/31/04,WAKE FOREST UNIVERSITY HEALTH SCIENCES,David J. Vining | Yaorong Ge | David K. Ahn | David R. Stelts,,,,,,G06K-009/00,G06K-009/00,382/128,382/128 | 382/305,,,,4.60404E+12
US,US,P,B1,Image registration system and method using cross-entropy optimization,"An image registration system and method employs a registration processor ( 130 ) to find an optimal registration of two volumetric images ( 110, 112 ) by finding a spatial orientation that optimizes the statistical measure cross-entropy. The cross-entropy can be minimized where one or more likely or reasonably good a priori estimations of the true joint probability density function (pdf) of voxel value pairs are available. Where such an estimate is not available, the joint pdf for one or more known incorrect spatial arrangements (e.g., based on prior misregistrations), can be used as the prior pdf estimate(s). Since the prior pdf estimate(s) are unlikely to be the true pdf, a spatial orientation maximizing the cross-entropy is found. Likely and unlikely prior pdf estimations can also be used together to register images. The transformation that optimizes the cross entropy provides an optimal registration, and the parameters for the optimized transform are output to memory ( 150 ) for use by a display system ( 160 ) in aligning the images for display as a fused or composite image.","1. A method for registering a first volumetric image and a second volumetric image, each image comprising a three-dimensional array of gray scale voxel values, and each image having a marginal probability density function (pdf) of voxel values, the method comprising: (a) determining one or more prior joint voxel value probability density functions for the first and second images to provide a corresponding one or more prior pdf estimates including at least one prior unlikely pdf estimate selected from a group consisting of: a uniform distribution, and an unlikely pdf estimate that is proportional to the marginal pdf of one of the first and second images; (b) selecting a first transform defining a geometric relationship of the second image relative to the first image; (c) calculating a measure of the cross-entropy for the geometric relationship using the one or more prior pdf estimates; (d) selecting a different transform defining a geometric relationship of the second image relative to the first image; and (e) iteratively repeating steps (c) and (d) until an optimal transform is calculated, the optimal transform corresponding to a geometric relationship providing an optimized measure of the cross-entropy.",24,09/676613,9/29/00,,,6775405,8/10/04,"DOWA MINING COMPANY, LIMITED | MARCONI MEDICAL SYSTEMS, INC.",Yang-Ming Zhu,,,,,,G06K-009/00,G06K-009/00,382/154,382/154 | 345/419,,,,4.60403E+12
US,US,P,B2,System and method for non-invasive electrocardiographic imaging,"A system and method is provided for non-invasively determining electrical activity of the heart of a human being. Electrical potentials are measured on the body surface via an electrode vest ( 12 ), and a body surface potential map is generated. A matrix of transformation based on the geometry of the torso, the heart, locations of electrodes, and position of the heart within the torso is also determined with the aid of a processor ( 24 ), and a geometry determining device ( 26 ). The electrical potential distribution over the epicardial surface of the heart is then determined based ona regularized matrix of transformation, and the body surface potential map. Using the epicardial potential distributions, epicardial electrogram, isochronal are also reconstructed, and displayed via an output device ( 28 ).","1. A method for noninvasively determining electrical activity on a surface of a heart of a living being, the being having a torso with an exposed body surface surrounding the heart, the method comprising steps of: determining electrical potentials at a plurality of locations on the body surface of the being by monitoring electrodes that are positioned to detect electrical potentials at the plurality of locations; repeating the determining at predetermined intervals over a predetermined period of time; generating body surface potential maps that represent a distribution of the electrical potentials determined over the predetermined period of time; determining an epicardial envelope surrounding the heart; determining a geometry of the torso of the being; determining locations of the electrodes; determining a position of the heart within the torso; determining a matrix of transformation using a boundary element method based on the epicardial envelope, the geometry, the locations of the electrodes and the position of the heart within the torso; regularizing the matrix of transformation; determining an electrical potential distribution over the surface of the heart based on the regularized matrix of transformation and the body surface potential map.",17,10/037603,10/19/01,2002-0128565,9/12/02,6772004,8/3/04,Case Western Reserve University,Yoram Rudy,,,,,,A61B-005/044,A61B-005/044,600/509,600/509 | 600/523 | 600/411,,,,4.60403E+12
US,US,P,B2,"System and method for rapidly customizing design, manufacture and/or selection of biomedical devices","The rapid design and manufacture of biomedical devices such as implants, oral dosage pills and implantable pharmaceuticals employs electronic data and modeling transmissions via a computer network. Patient information and patient-specific radiological data is captured and transmitted via a computer network to a design and/or manufacturing site. A multi-dimensional digital model is created based on the radiological data and patient information. Communications interchanges between a clinical/diagnostic site and a design/manufacturing site permit modification of the digital model until approved. The approved digital model is converted into machine instructions to construct the biomedical device. Alternatively, the digital model is employed in a best fit selection of a biomedical device from a pre-existing set of biomedical devices or machine-instructions. Transmittal of data over computer networks is further directed to the use of a Website to perform various client-interaction and follow-up tasks.","1. A method for customized design of anatomically correct implants for a patient, comprising: receiving radiological data representing a physical structure of an anatomical body part that is to be replaced, repaired or augmented; creating a multi-dimensional digital model of at least a portion of the anatomical body part based on the received radiological data; and modifying the multi-dimensional digital model to create at least a first successive multi-dimensional model wherein modifying the multi-dimensional digital model includes adjusting a material density gradation through at least a portion of the multi-dimensional digital model based on a representative material density gradation of similar anatomical body parts, and wherein the first successive multi-dimensional model represents at least one physical characteristic of the anatomical body part not represented in the radiological data.",5,09/972832,10/5/01,2002-0059049,5/16/02,6772026,8/3/04,"THERICS, INC.",Thomas J. Bradbury | Christopher M. Gaylo | James A. Fairweather | Kathleen D. Chesmel | Peter A. Materna | Adolphe Youssef,,,,,,G06F-019/00,G06F-019/00,700/098,700/098 | 700/097 | 700/182 | 607/001,,,,4.60403E+12
US,US,P,B2,System and method for analysis of imagery data,A medical diagnostics system and method enhanced by the application of an imagery data analysis instrument operative in the processing of imagery data for the purpose of generating meaningful imagery data summaries through the use of complexity calculation.,"1. A medical diagnostics system having an imagery data analysis application operative in the processing of imagery data for generating meaningful imagery data summaries, the system comprising the elements of: at least one imagery input device to acquire imagery data of at least one subject and to transmit a stream of the acquired imagery data to at least one associated data processing apparatus; at least one data processing device associated with the at least one imagery input device, the data processing device comprising the elements of: at least one data storage device to store the stream of acquired imagery data, to store imagery data processing control parameters and to store programs constituting the imagery data analysis application; at least one processor device to process the stream of imagery data through the application of the at least one imagery data analysis application; an imagery data analysis application for the generation of meaningful summaries of the imagery data received from the at least one imagery input device, the imagery data analysis application comprises the elements of: an imagery data stream manipulation component to partition the distinct records of the stream of imagery data into specifically sized data blocks; a complexity calculation component to assign complexity values to the partitioned blocks of the imagery data records; an indicative parameter calculation component; and a final result generating component; and at least one user interface device to enable at least one user of the system to control suitably the operation of the system.",31,10/152367,5/21/02,2003-0095694,5/22/03,6768811,7/27/04,"MAGNOLIA MEDICAL TECHNOLOGIES, LTD.",Doron Dinstein | Barak Gordon | Goren Gordon,146597,IL,11/20/01,,,G06K-009/00,G06K-009/00 | A61B-005/00,382/128,382/128 | 600/300,,,,4.60403E+12
US,US,P,B1,System and method for providing a remote user with a virtual presence to an office,"A computer system includes a real-time interrupt that causes the operating system to determine which isochronous tasks are pending. In one embodiment, applications that include isochronous tasks are certified to be well-behaved and the operating system will only initiate applications that are known to be well-behaved by checking a list of certified applications. The operating system will not initiate an application if insufficient resources are available for executing the tasks of the application. Each application informs the operating system of an execution rate and a maximum duration of its isochronous tasks. Prior to initiating an application, the operating system verifies that resources are available to execute the isochronous tasks of the application. The operating system includes a non-maskable interrupt to terminate isochronous tasks. Termination may be necessary if an isochronous task fails to execute within its specified maximum duration. Alternatively, an isochronous task may be preempted to execute a higher priority task. The operating system may include two types of time-slices. Higher priority tasks are allocated to quick slices and lower priority tasks are allocated to standard slices. Standard slices are preemptable and quick slices are not preemptable.","1. A computer system, comprising: a processor configured to run a non-real-time operating system and to receive a periodic time-slice interrupt; a memory coupled to the processor and configured to store the non-real-time operating system; and interrupt generation circuitry coupled to the processor and configured to generate the periodic time-slice interrupt; wherein the non-real-time operating system is configured to initiate execution of a pending isochronous task in a first type or a second type of time slices when the processor receives the periodic time-slice interrupt; wherein if a time slice allocated to the pending isochronous task is of the first type, the non-real-time operating system is configured to initiate execution of the task in such a way that the task is non-preemptable; and wherein if the time slice allocated to the pending isochronous task is of the second type, the non-real-time operating system is configured to initiate execution of the task in such a way that the task is preemptable.",13,09/094168,6/9/98,,,6766347,7/20/04,"ADVANCED MICRO DEVICES, INC.",Dale E. Gulick,10-1997-022483 | 10-1998-018292,DE | DE,1997-05-28 | 1998-05-23,,,G06F-009/00,G06F-009/00,709/103,709/103,,,,4.60403E+12
US,US,P,B2,Apparatus and method for remote self-identification of components in medical device systems,A system and method for providing automated self-identification information of a remote medical component of an implantable medical device system to a centralized computer is disclosed. The system includes a memory component of the remote medical component containing self-identification information. An information network of the centralized expert data center is globally located relative to the programmer. An interface between the programmer and the information network is established for transmitting the self-identification information from the programmer component to the information network. An information identification module located in the information network recognizes the self-identification information of the components of the programmer.,"1. A system for use with an implantable medical device, comprising: a programmer for programming an implantable medical device, said programmer comprising hardware components and a software content that establish operational and functional parameters of the programmer and said programmer further comprising a memory storing identification information characterizing the software content and hardware components configuration of the programmer; an expert data center located remotely from the programmer, comprising: an information identification module for recognizing the characterizing identification information stored in the programmer memory; an update software module comprising updated programmer software for reviewing and updating the software content in the programmer; and a data storage module for storing information related to the hardware components that establish the operational and functional parameters of the programmer; and an interface linking the programmer and the expert data center in bi-directional communication, said programmer characterizing identification information and said updated programmer software being transferred via said interface.",3,10/010406,12/7/01,2002-0040234,4/4/02,6754538,6/22/04,"Medtronic, Inc.",Kurt R. Linberg,,,,,,A61N-001/37,A61N-001/37,607/059,607/059 | 607/030,,,,4.60403E+12
US,US,P,B2,Method and system for predicting human congnitive performance,An apparatus and method for predicting cognitive performance of an individual based on factors including preferably sleep history and the time of day. The method facilitates the creation of predicted cognitive performance curves that allow an individual to set his/her sleep times to produce higher levels of cognitive performance. The method also facilitates the reconstruction of past cognitive performance levels based on sleep history.,"1. A method for providing a cognitive performance level comprising: receiving a data series representing at least one wake state and at least one sleep state, selecting a function based on the data series, determining a cognitive performance capacity using the selected function, modulating the cognitive performance capacity with a time of day value, and providing the modulated value.",40,10/377602,3/4/03,2003-0163027,8/28/03,6740032,5/25/04,Thomas J. Balkin | Gregory L. Belenky | Stanley W. Hall | Gary H. Kamimori | Daniel P. Redmond | Helen C. Sing | Maria L. Thomas | David R. Thorne | Nacy Jo Wesensten,Thomas J. Balkin | Gregory L. Belenky | Stanley W. Hall | Gary H. Kamimori | Daniel P. Redmond | Helen C. Sing | Maria L. Thomas | David R. Thorne | Nacy Jo Wesensten,,,,,,H61B-005/06,H61B-005/06,600/300,600/300 | 600/544,,,,4.60402E+12
US,US,P,B1,Closed-loop augmented reality apparatus,"Apparatus and system for adaptive augmented reality includes at least one non-radiating sensor, mountable on a body, for detecting body movements and producing signals related to the body movements, and a processor configured to receive the signals and generate an image, wherein the generated image is adapted according to the detected body movements.  The invention provides closed-loop biofeedback for adaptation of body movements, and may be used for treating a movement disorder, such as Parkinson's Disease.  System and method for reducing involuntary movement artifacts from a signal, include a processor for filtering a signal representative of a voluntary movement having involuntary movements therein, an adaptive processor for adaptively filtering a vertical motion signal, and a subtractor for subtracting the involuntary movements from the voluntary movement signal to produce a reduced artifact signal. The adaptive involuntary movement processor adapts its processing using the reduced artifact signal. Method for adaptive augmented reality and for treating a movement disorder includes the steps of providing an image to a person, receiving signals related to movements of the person, adapting the image according to the received signals, and providing the adapted image to the person, wherein the adapted image enables the person to adjust body movements.","1. Apparatus for adaptive image generation, the apparatus comprising: at least one non-radiating sensor, mountable on a body, for detecting body movements and producing signals related to said body movements; a processor configured to receive said signals, said processor comprising a closed loop biofeedback adaptive filtering unit which filters tremors from said signals, thereby producing filtered signals, said filtering unit comprising at least one adaptive filtering element capable of learning and filtering tremors; and an image generator for providing filtered images from said filtered signals.",39,09/631292,8/2/00,,,6734834,5/11/04,Yoram Baram,Yoram Baram,,,,,,G09G-005/00,G09G-005/00 | G06K-009/62 | A61B-005/177,345/008,345/008 | 345/007 | 345/156 | 382/155 | 600/595,,,,4.60402E+12
US,US,P,B1,Hand held physiological signal acquisition device,"A hand held, portable and multipurpose medical device for biological signals acquisition, display and storage. The device includes a multipurpose computerized apparatus ( 2 ) which is primarily used for computer games as well as a biological signals acquisition module ( 1 ) which uses a plurality of biological sensors ( 6 ). A cartridge ( 4 ) used in conjunction with the computerized apparatus is pre-programmed and includes a read only memory (ROM) for storage of the program and a random access memory (RAM) for storage of acquired data. The acquired data in one form is an ECG and the apparatus simultaneously acquires and displays the ECG waveform in ""real time"". Multiple memories in the apparatus are used for storage of the acquired ECG and to enable output to a printer ( 8 ) for hard copy or to a PC for analysis and reporting.","1. A portable and multipurpose medical device for biological signals acquisition, display and biological data storage, said medical device comprising: a preprogrammed and a biological signals acquisition module comprising: a housing; a connector partially disposed within the housing; a read only memory (ROM) for storage of the program which has been preprogrammed; a random access memory (RAM) for storage of acquired data; a ROM-RAM parallel interface; a plurality of biological sensors for measuring at least two biological parameters of the group comprising multilead ECG, FECG, EEG, EMG, oximetry, blood pressure, respiration, temperature, phonocardiogram, tokolytic, blood glucose, pCO 2 , pO 2 and pacemaker pulses, at least one biological sensor of said plurality of biological sensors being an ECG sensor for monitoring said ECG; an electrically isolated analog circuit for amplifying and pre-conditioning biological signals from the plurality of the biological sensors; an ECG amplifier for amplifying an ECG signal from said sensor for monitoring said ECG; a digital circuit for digitizing the biological signal and for sending the biological data through the connector of said preprogrammed and a biological signals acquisition module for storing the collected biological data in the RAM; and, a portable device comprising: a second housing; a slot connector being provided for insertion of the preprogrammed module; a display screen being provided on the second housing for displaying the acquired data; and, a joy pad and control buttons disposed within the second housing to control data acquisition options, horizontal and vertical scales of the display screen.",12,09/831030,11/28/01,,,6730025,5/4/04,Harry Louis Platt,Harry Louis Platt,1998-PP6868 | 1999-PQ0184,AU | AU,1998-11-03 | 1999-05-06,,,A61B-005/00,A61B-005/00,600/300,600/300 | 128/920 | 600/301 | 600/509,,,,4.60402E+12
US,US,P,B2,Evaluation method and apparatus for determining the time stationarity of measured physiological signals,"An evaluation method that includes:  recording the values of a physiological signal during a certain measuring period;  dividing the obtained time series of signal values into individual segments;  mapping successive subsets of the individual signal values in a segment on associated symbol series according to the criterion of whether a respective signal value increases or decreases as compared to the preceding signal value;  determining the frequencies of the varying symbol series;  determining a testing parameter which reflects the frequency ratio, within a segment, of correlated symbol series to anti-correlated symbol series;  determining the relative difference of the testing parameters of two adjacent segments; and  comparing the relative difference of two testing parameters with a given threshold as a criterion for the stationarity of the time series of the recorded physiological signal.","1. An evaluation method, for determination of time stationarity of measured physiological signals, in particular cardiologic signals, comprising the following steps: recording values of a physiological signal during a certain measuring period for obtaining a time series of signal values; dividing the obtained time series of signal values into individual segments; mapping successive subsets of the individual signal values in a segment on associated symbol series according to a criterion of whether a respective signal value increases or decreases as compared to a preceding signal value; determining frequencies of the varying symbol series; determining a testing parameter which reflects a frequency ratio, within a segment, of symbol series of varying correlation stages; determining a relative difference of the testing parameters of two adjacent segments; and comparing the relative difference of two testing parameters with a given threshold as a criterion for the stationarity of the time series of the recorded physiological signal.",11,09/912421,7/26/01,2002-0072772,6/13/02,6731972,5/4/04,BIOTRONIK MESS-UND THERAPIEGERATE GMBH & CO,"Wolfgang Meyer | Max Schaldach, Jr. | Max Schaldach",10-2000-036842,DE,7/28/00,,,A61B-005/0402,A61B-005/0402,600/509,600/509 | 600/300 | 600/519 | 600/521 | 128/920,,,,4.60402E+12
US,US,P,B1,Personal data archive system,The invention concerns a personal data archive system with portable personal storage devices allowing the owner to enter and store personal data. Authorization checking devices are allocated to the storage devices and grant access to at least some of the personal data stored in the storage devices only in the event of a positive authorization and/or authentication.,"1. A personal data archive system comprising: a first portable memory device containing personal data solely of a single owner; a second portable memory device of greater data storage capacity than and differing from said first portable memory device, said second portable memory device containing additional personal data associated solely with said single owner, wherein said second portable memory device is separate from said first portable memory device, and a full set of personal data consists of data of the single owner stored on said first and second portable memory devices; and at least one authorization-checking device associated with said first and second portable memory devices in order to access data stored on each memory device wherein the authorization-checking device can be enabled only as a function of a positive authorization and authentication process; and wherein the first portable memory device is accessible independent of the second memory device, and the full set of unique, personal data belonging to a single owner is accessible only when the first portable memory device is used in combination with the second portable memory device and only after a positive authorization and authentication process is performed through said authorization checking device.",41,08/793984,3/13/97,,,6725200,4/20/04,Irmgard Rost,Irmgard Rost,10-1994-032533 | 1994-118018,DE | EP,1994-09-13 | 1994-11-15,,,G06F-017/60,G06F-017/60 | G06F-005/00,705/003,705/003 | 705/002 | 705/017 | 705/018 | 235/380,,,,4.60402E+12
US,US,P,B1,Characterization of bioelectric potentials,"Method and system for recognizing and characterizing bioelectric potential or electromyographic (EMG) signals associated with at least one of a coarse gesture and a fine gesture that is performed by a person, and use of the bioelectric potentials to enter data and/or commands into an electrical and/or mechanical instrument. As a gesture is performed, bioelectric signals that accompany the gesture are subjected to statistical averaging, within selected time intervals. Hidden Markov model analysis is applied to identify hidden, gesture-related states that are present. A metric is used to compare signals produced by a volitional gesture (not yet identified) with corresponding signals associated with each of a set of reference gestures, and the reference gesture that is ""closest"" to the volitional gesture is identified. Signals representing the volitional gesture are analyzed and compared with a database of reference gestures to determine if the volitional gesture is likely to be one of the reference gestures. Electronic and/or mechanical commands needed to carry out the gesture may be implemented at an interface to control an instrument. Applications include control of an aircraft, entry of data from a keyboard or other data entry device, and entry of data and commands in extreme environments that interfere with accurate entry.","1. A method for providing an interface for control of an instrument, the method comprising: receiving electrical signals at at least two selected, spaced apart locations on a person'ss body that are generated in association with a selected gesture executed by the person, over a selected time interval; electronically processing the at least two electrical signals to identify at least one signal characteristic that is associated with the selected gesture by a process comprising: forming a sequence of at least two windows, each having a selected number w 1 of samples of the received signals, where the at least two windows overlap each other by a selected number w 2 of samples;. forming an average of magnitudes of values of the received signals within each of the at least two windows; determining a sequence of at least two state vectors that represent an average of magnitudes of values of the received signals within at least two selected time segments that are determined with reference to the at least two windows; and performing a hidden Markov modeling process on the at least two state vectors that are associated with the selected gesture.",22,09/606107,6/13/00,,,6720984,4/13/04,"NASA, USA AS REPRESENTED BY THE ADMINISTRATOR OF THE | USA AS REPRESENTED BY THE ADMINISTRATOR OF THE NASA",Charles C. Jorgensen | Kevin R. Wheeler,,,,,,G09G-005/00,G09G-005/00,345/863,345/863 | 600/300,,,,4.60402E+12
US,US,P,B1,Automatic layout selection for information monitoring system,"A method of switching the layout of an information monitoring system. Layouts are sets of graphical components that are associated with monitored or sensed activities. The invention provides a mechanism for switching the layout when conditions of the monitoring system change. The system determines the currently used components for the current layout, determines the currently used capabilities of the system, and determines a correspondence between the set of currently used components and currently used capabilities. The system reviews a group of layouts and determines a correspondence between the components in the layouts, in the group of layouts, and the set of currently used capabilities of the system. A layout switch occurs if one of the layouts in the group of layouts more closely corresponds to the currently used capabilities of the system than the current layout.","1. A method of switching the layout of an information monitoring system, the method comprising: Determining a set of currently used components for a first layout; Determining a set of currently used external information source monitoring capabilities of the system; Determining a correspondence between the set of currently used components and the set of currently used capabilities; Monitoring the system to detect one or more changes in the system'ss ability to monitor external source of information; After detecting one or more changes in the systems reviewing a predetermined group of layouts and determining a correspondence between the components of at least one layout of the group of layouts and the set of currently used capabilities of the system; and Switching from the first layout to the at least one layout if the correspondence between the components of the at least on layout of the group of layouts and the set of currently used capabilities is greater than the correspondence between the set of currently used components and the set of currently used capabilities.",38,09/609736,7/5/00,,,6707476,3/16/04,"GE MEDICAL INFORMATION TECHNOLOGIES SERVICES, INC. | GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",R. Benjamin Hochstedler,,,,,,G09G-005/00,G09G-005/00,345/789,345/789 | 345/744 | 345/797 | 345/812 | 345/846,,,,4.60401E+12
US,US,P,B2,Systems and methods for breathing exercise regimens to promote ischemic preconditioning,Systems and methods for promoting ischemic preconditioning in individuals are provided. Ischemic preconditioning is provided by exercise treatments. The exercise treatments consist of breathing exercise regimens with breathing sequences of oxygenating and non-oxygenating phases co-ordinated with stress-relaxation cycles. The breathing sequences are designed to induce periods of ischemia. The individualized exercise treatments can induce optimal number of periods of ischemia separated by suitable intervals to provide effective ischemic preconditioning.,"1. An apparatus for providing an exercise treatment to promote ischemic preconditioning in an individual, said treatment using a breathing exercise regimen, said apparatus comprising: at least one monitor to monitor at least one physiological parameter indicative of ischemia; an analyzer coupled to said at least one monitor, wherein said analyzer analyzes said at least one parameter and generates said breathing exercise regimen that is designed to induce at least one period of ischemia; and an interface coupled to said analyzer, wherein said interface provides said breathing exercise regimen to said individual.",30,09/841218,4/24/01,2002-0155924,10/24/02,6702720,3/9/04,"LIFEWAVES INTERNATIONAL, INC.",Irving I. Dardik,,,,,,A63B-023/18,A63B-023/18,482/013,482/013 | 600/538,,,,4.60401E+12
US,US,P,B2,System and method for providing remote expert communications and video capabilities for use during a medical procedure,"A system is described for allowing medical data obtained at a local site to be transferred to a data processing system located at a remote site. This medical data may include video data and/or data obtained from one or more medical devices such as a fluoroscopy device or an electrocardiograph (ECG) signal monitoring device. The data may be viewed on one or more display windows of the remote data processing system to allow a remotely-located expert to participate in an examination or medical procedure being conducted at the local site. In one embodiment, the remote data processing system also receives screen data from an implantable medical device programmer that is located at the local site. This screen data may include data associated with the configuration of the programmer, the configuration of an implantable medical device, and other information obtained from a patient such as physiological waveforms. Routing of all data may be performed by a communication hub operating as a stand alone device. Alternatively, the data routing function may be implemented on the programmer.","1. A communication system to transfer medical data from a patient site to a remote site, comprising: a hub operating as a communications platform and having a network connection to accommodate real time transfer of various types of data; a communications network coupled to the hub; a programmer for modifying an implantable medical device coupled to the hub, the programmer having a display for physiological data received from an implantable medical device and providing programmer-displayed physiological data to the hub for transfer over the communications network; a video device to obtain video-formatted data at the patient site, said video device being coupled to the hub and providing the video-formatted data to the hub for transfer over the communications network; and a receiving device at the remote site coupled to the communications network to receive the video-formatted data and the programmer-displayed physiological data from the communications network and to provide communications to the programmer from the remote site.",31,09/815728,3/26/01,2001-0037366,11/1/01,6699187,3/2/04,"MEDTRONIC, INC.",James D. Webb | C. Gary Nelson | James G. Thies | Ronald A. Stauffer,,,,,,A61B-005/00,A61B-005/00 | A61N-001/00 | G09G-005/00,600/300,600/300 | 607/030 | 128/904 | 345/754,,,,4.60401E+12
